entity_id,friendly_name,domain,platform,device_name,manufacturer,model,area,disabled,hidden
script.bedtime_dad_vibrant_45,Bedtime Dad Vibrant 45m,script,script,,,,,,
script.bedtime_dad_vibrant_60,Bedtime Dad Vibrant 60m,script,script,,,,,,
script.bedtime_ella_quick,Bedtime Ella Quick,script,script,,,,,,
script.bedtime_ella_vibrant,Bedtime Ella Vibrant,script,script,,,,,,
script.bedtime_glow_30,Bedtime Glow 30m,script,script,,,,,,
script.bedtime_glow_45,Bedtime Glow 45m,script,script,,,,,,
script.bedtime_glow_60,Bedtime Glow 60m,script,script,,,,,,
script.cast_alaina_dashboard,Cast Alaina Dashboard to Nest Hub,script,script,,,,,,
script.dad_all_lights_off,Dad Lights Off,script,script,,,,,,
script.dad_all_off_test,All Off Test,script,script,,,,,,
script.dad_bedtime_glow_default,Dad Bedtime Glow (No Timer),script,script,,,,,,
script.dad_hallway_color_cycle,Dad Hallway Color Cycle,script,script,,,,,,
script.dad_hallway_lights_off,Dad Hallway Lights Off,script,script,,,,,,
script.dad_hallway_sun_daylight,Dad Hallway Sun Daylight,script,script,,,,,,
script.dad_hallway_sun_evening,Dad Hallway Sun Evening,script,script,,,,,,
script.dad_hallway_sun_morning,Dad Hallway Sun Morning,script,script,,,,,,
script.dad_night_glow,Dad Night Glow,script,script,,,,,,
script.dad_sleep_timer_30,Dad Sleep 30m,script,script,,,,,,
script.dad_sleep_timer_45,Dad Sleep 45m,script,script,,,,,,
script.dad_sleep_timer_60,Dad Sleep 60m,script,script,,,,,,
script.ella_all_lights_off,Ella Lights Off,script,script,,,,,,
script.ella_bedtime_glow,Ella Bedtime Glow (With Timer),script,script,,,,,,
script.ella_bedtime_glow_default,Ella Bedtime Glow (No Timer),script,script,,,,,,
script.ella_gentle_wake,Ella Gentle Wake,script,script,,,,,,
script.ella_lights_off,Ella Lights Off,script,script,,,,,,
script.ella_night_glow,Ella Night Glow,script,script,,,,,,
script.ella_school_night,Ella School Night,script,script,,,,,,
script.ella_sleep_timer_30,Ella Sleep 30m,script,script,,,,,,
script.ella_sleep_timer_45,Ella Sleep 45m,script,script,,,,,,
script.ella_sleep_timer_60,Ella Sleep 60m,script,script,,,,,,
script.ella_wall_light_timer,Wall Light Timer (Ella),script,script,,,,,,
script.entry_welcome_mode,Entry Welcome Mode,script,script,,,,,,
script.kitchen_party_mode,Kitchen Party Mode,script,script,,,,,,
script.kitchen_play_chill,Kitchen - Play Chill Music,script,script,,,,,,
script.kitchen_play_dinner,Kitchen - Play Dinner Music,script,script,,,,,,
script.kitchen_play_kids,Kitchen - Play Kids Music,script,script,,,,,,
script.kitchen_scene_all_off,Kitchen - All Off,script,script,,,,,,
script.kitchen_scene_all_on,Kitchen Scene - All On,script,script,,,,,,
script.kitchen_scene_cooking_bright,Kitchen - Cooking Bright,script,script,,,,,,
script.kitchen_scene_dinner_dim,Kitchen - Dinner Dim,script,script,,,,,,
script.kitchen_scene_movie_night,Kitchen - Movie Night,script,script,,,,,,
script.kitchen_scene_nightlight,Kitchen Scene - Nightlight Only,script,script,,,,,,
script.kitchen_sonos_stop,Kitchen - Stop Music,script,script,,,,,,
script.living_room_lounge_blue,Lounge Blue Calm,script,script,,,,,,
script.phone_charging_test_alaina,Charging Test (Alaina),script,script,,,,,,
script.phone_charging_test_ella,Charging Test (Ella),script,script,,,,,,
script.timer,timer,script,script,,,,,,
script.wake_dad_30,Wake Dad 30m,script,script,,,,,,
script.wake_dad_45,Wake Dad 45m,script,script,,,,,,
script.wake_dad_60,Wake Dad 60m,script,script,,,,,,
script.wake_dad_extended,Wake Dad Extended (Bedroom + Hallway),script,script,,,,,,
script.wake_dad_quick,Wake Dad Quick,script,script,,,,,,
script.wake_dad_together,Wake Dad Together,script,script,,,,,,
script.wake_dad_vibrant_30,Wake Dad Vibrant 30m,script,script,,,,,,
script.wake_dad_vibrant_45,Wake Dad Vibrant 45m,script,script,,,,,,
script.wake_dad_vibrant_60,Wake Dad Vibrant 60m,script,script,,,,,,
script.wake_up_alaina,Wake Up Alaina,script,script,,,,,,
script.wake_up_alaina_quick,Wake Up Alaina Quick,script,script,,,,,,
script.wake_up_alaina_vibrant,Wake Up Alaina Vibrant,script,script,,,,,,
script.wake_up_ella_quick,Wake Up Ella Quick,script,script,,,,,,
script.wake_up_ella_vibrant,Wake Up Ella Vibrant,script,script,,,,,,
select.1_light_preset,Light preset,select,tplink,Alaina's LED Light Strip 1,TP-Link,KL400L5,Alaina's Bedroom,,
select.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_dimming_mode,Dimming mode,select,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
select.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_increased_non_neutral_output,Increased non-neutral output,select,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
select.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_led_scaling_mode,LED scaling mode,select,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
select.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_output_mode,Output mode,select,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
select.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_start_up_behavior,Start-up behavior,select,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
select.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_switch_type,Switch type,select,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
select.1st_floor_bathroom_night_light_start_up_behavior,Start-up behavior,select,zha,Garage South Wall Motion; Light;  Sensor,Third Reality; Inc,3RSNL02043Z,Garage,,
select.1st_floor_bathroom_vanity_lights_led_scaling_mode,LED scaling mode,select,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
select.1st_floor_bathroom_vanity_lights_output_mode,Output mode,select,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
select.1st_floor_bathroom_vanity_lights_start_up_behavior,Start-up behavior,select,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
select.2nd_floor_bathroom_dual_smart_plug_start_up_behavior,Start-up behavior,select,zha,2nd_Floor_Bathroom_Dual_Smart_Plug,Third Reality; Inc,3RDP01072Z,2nd Floor Bathroom,,
select.2nd_floor_bathroom_dual_smart_plug_start_up_behavior_2,Start-up behavior,select,zha,2nd_Floor_Bathroom_Dual_Smart_Plug,Third Reality; Inc,3RDP01072Z,2nd Floor Bathroom,,
select.above_kitchen_sink_inovelli_switch_led_scaling_mode,LED scaling mode,select,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
select.above_kitchen_sink_inovelli_switch_output_mode,Output mode,select,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
select.above_kitchen_sink_inovelli_switch_start_up_behavior,Start-up behavior,select,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
select.ai_theta_recording_mode,Recording mode,select,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
select.alaina_s_bedroom_roku_application,Application,select,roku,Alaina's Bedroom Roku,Roku,Roku Ultra,Alaina's Bedroom,,
select.aqara_led_strip_t1_power_on_behavior_on_startup,Power-on behavior on startup,select,matter,Master_Bedroom_Behind_TV_Aqara_T1_LED_Strip,Aqara,Aqara LED Strip T1,Master Bedroom,,
select.aqara_led_strip_t1_power_on_behavior_on_startup_2,Power-on behavior on startup,select,matter,Kitchen_Under_Cabinet_Aqara_T1_LED_Strip,Aqara,Aqara LED Strip T1,Kitchen,,
select.assist_microphone_assistant_index,Assistant,select,wyoming,assist microphone,,,Cloud,,
select.assist_microphone_finished_speaking_detection,Finished speaking detection,select,wyoming,assist microphone,,,Cloud,,
select.assist_microphone_noise_suppression_level,Noise suppression level,select,wyoming,assist microphone,,,Cloud,,
select.back_door_patio_light_inovelli_switch_led_scaling_mode,LED scaling mode,select,zha,Back Door Patio Light Inovelli Switch,Inovelli,VZM30-SN,Back Patio,,
select.back_door_patio_light_inovelli_switch_output_mode,Output mode,select,zha,Back Door Patio Light Inovelli Switch,Inovelli,VZM30-SN,Back Patio,,
select.back_door_patio_light_inovelli_switch_start_up_behavior,Start-up behavior,select,zha,Back Door Patio Light Inovelli Switch,Inovelli,VZM30-SN,Back Patio,,
select.back_yard_hdr_mode,HDR mode,select,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
select.back_yard_infrared_mode,Infrared mode,select,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
select.back_yard_recording_mode,Recording mode,select,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
select.basement_dehumidifier_plug_start_up_behavior,Start-up behavior,select,zha,Basement_Dehumidifier_Plug,Third Reality; Inc,3RSP02028BZ,Basement,,
select.basement_echo_smart_plug_start_up_behavior,Start-up behavior,select,zha,Basement_Echo_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Basement,,
select.basement_flourescent_light_plug_start_up_behavior,Start-up behavior,select,zha,Basement_Flourescent_Light_Plug,Third Reality; Inc,3RSP02028BZ,Basement,,
select.basement_milwaukee_charger_smart_plug_start_up_behavior,Start-up behavior,select,zha,Basement_Milwaukee_Charger_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Basement,,
select.basement_tv_smart_plug_start_up_behavior,Start-up behavior,select,zha,Basement_TV_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Basement,,
select.basement_washer_plug_start_up_behavior,Start-up behavior,select,zha,Basement_Washer_Plug,Third Reality; Inc,3RSP02028BZ,Laundry Area,,
select.basement_yamaha_av_receiver_plug_start_up_behavior,Start-up behavior,select,zha,Basement AVR – HARD POWER RESET,Third Reality; Inc,3RSP02028BZ,Basement,,
select.basement_yamaha_av_receiver_rx_v671_main_hdmi_out,HDMI Out,select,yamaha_ynca,Basement Yamaha AV receiver- RX-V671 MAIN,Yamaha,RX-V671,Smart Home AV,,
select.basement_yamaha_av_receiver_rx_v671_main_initial_volume_mode,Initial Volume Mode,select,yamaha_ynca,Basement Yamaha AV receiver- RX-V671 MAIN,Yamaha,RX-V671,Smart Home AV,,
select.basement_yamaha_av_receiver_rx_v671_main_sleep_timer,Sleep timer,select,yamaha_ynca,Basement Yamaha AV receiver- RX-V671 MAIN,Yamaha,RX-V671,Smart Home AV,,
select.basement_yamaha_av_receiver_rx_v671_main_surround_decoder,Surround Decoder,select,yamaha_ynca,Basement Yamaha AV receiver- RX-V671 MAIN,Yamaha,RX-V671,Smart Home AV,,
select.ella_s_floor_govee_light_power_on_behavior_on_startup,Power-on behavior on startup,select,matter,Master Bedroom Floor Govee Light,Shenzhen Qianyan Technology,H6076,Master Bedroom,,
select.ella_s_led_lights_light_preset,Light preset,select,tplink,Ella's LED lights,TP-Link,KL400L10,Ella's Bedroom,,
select.entry_room_east_wall_nightlight_start_up_behavior,Start-up behavior,select,zha,Entry_Room_East_Wall_Nightlight,Third Reality; Inc,3RSNL02043Z,Entry Room,,
select.entry_room_west_wall_nightlight_start_up_behavior,Start-up behavior,select,zha,Entry_Room_West_Wall_Nightlight,Third Reality; Inc,3RSNL02043Z,Entry Room,,
select.front_driveway_door_chime_type,Chime type,select,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
select.front_driveway_door_doorbell_text,Doorbell text,select,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
select.front_driveway_door_hdr_mode,HDR mode,select,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
select.front_driveway_door_infrared_mode,Infrared mode,select,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
select.front_driveway_door_recording_mode,Recording mode,select,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
select.g4_bullet_infrared_mode,Infrared mode,select,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
select.g4_bullet_recording_mode,Recording mode,select,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
select.g6_bullet_hdr_mode,HDR mode,select,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
select.g6_bullet_infrared_mode,Infrared mode,select,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
select.g6_bullet_recording_mode,Recording mode,select,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
select.garage_north_lift_master_garage_door_opener_west_light_start_up_behavior,Start-up behavior,select,zha,Garage North Lift Master Garage Door Opener West Light,Third Reality; Inc,3RCB01057Z,Garage,,
select.garage_north_wall_nightlight_start_up_behavior,Start-up behavior,select,zha,Garage_North_Wall_Nightlight,Third Reality; Inc,3RSNL02043Z,Garage,,
select.garage_projector_and_av_smart_plug_start_up_behavior,Start-up behavior,select,zha,Garage_Projector_and_AV_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Garage,,
select.garage_south_lift_master_bulb_1_of_2_start_up_behavior,Start-up behavior,select,zha,Garage South Lift Master Garage Door Opener West Light,Third Reality; Inc,3RCB01057Z,Garage,,
select.inovelli_vzm31_sn_dimming_mode,Dimming mode,select,zha,Entry Room Ceiling Light Inovelli Smart Dimmer Switch,Inovelli,VZM31-SN,Entry Room,,
select.inovelli_vzm31_sn_dimming_mode_3,Dimming mode,select,zha,Kitchen Bar Pendant Lights Inovelli VZM31-SN,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_dimming_mode_4,Dimming mode,select,zha,Kitchen Under Cabinet Lights Inovelli Switch,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_increased_non_neutral_output,Increased non-neutral output,select,zha,Entry Room Ceiling Light Inovelli Smart Dimmer Switch,Inovelli,VZM31-SN,Entry Room,,
select.inovelli_vzm31_sn_increased_non_neutral_output_3,Increased non-neutral output,select,zha,Kitchen Bar Pendant Lights Inovelli VZM31-SN,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_increased_non_neutral_output_4,Increased non-neutral output,select,zha,Kitchen Under Cabinet Lights Inovelli Switch,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_led_scaling_mode,LED scaling mode,select,zha,Entry Room Ceiling Light Inovelli Smart Dimmer Switch,Inovelli,VZM31-SN,Entry Room,,
select.inovelli_vzm31_sn_led_scaling_mode_3,LED scaling mode,select,zha,Kitchen Bar Pendant Lights Inovelli VZM31-SN,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_led_scaling_mode_4,LED scaling mode,select,zha,Kitchen Under Cabinet Lights Inovelli Switch,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_output_mode,Output mode,select,zha,Entry Room Ceiling Light Inovelli Smart Dimmer Switch,Inovelli,VZM31-SN,Entry Room,,
select.inovelli_vzm31_sn_output_mode_3,Output mode,select,zha,Kitchen Bar Pendant Lights Inovelli VZM31-SN,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_output_mode_4,Output mode,select,zha,Kitchen Under Cabinet Lights Inovelli Switch,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_start_up_behavior,Start-up behavior,select,zha,Entry Room Ceiling Light Inovelli Smart Dimmer Switch,Inovelli,VZM31-SN,Entry Room,,
select.inovelli_vzm31_sn_start_up_behavior_3,Start-up behavior,select,zha,Kitchen Bar Pendant Lights Inovelli VZM31-SN,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_start_up_behavior_4,Start-up behavior,select,zha,Kitchen Under Cabinet Lights Inovelli Switch,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_switch_type,Switch type,select,zha,Entry Room Ceiling Light Inovelli Smart Dimmer Switch,Inovelli,VZM31-SN,Entry Room,,
select.inovelli_vzm31_sn_switch_type_3,Switch type,select,zha,Kitchen Bar Pendant Lights Inovelli VZM31-SN,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm31_sn_switch_type_4,Switch type,select,zha,Kitchen Under Cabinet Lights Inovelli Switch,Inovelli,VZM31-SN,Kitchen,,
select.inovelli_vzm36_start_up_behavior_3,Start-up behavior,select,zha,Living Room Light and Fan Inovelli Module,Inovelli,VZM36,Living Room,,
select.inovelli_vzm36_start_up_behavior_4,Start-up behavior,select,zha,Living Room Light and Fan Inovelli Module,Inovelli,VZM36,Living Room,,
select.kitchen_above_table_chandelier_inovelli_led_scaling_mode,LED scaling mode,select,zha,Kitchen Above Table Chandelier Inovelli,Inovelli,VZM30-SN,Kitchen,,
select.kitchen_above_table_chandelier_inovelli_output_mode,Output mode,select,zha,Kitchen Above Table Chandelier Inovelli,Inovelli,VZM30-SN,Kitchen,,
select.kitchen_above_table_chandelier_inovelli_start_up_behavior,Start-up behavior,select,zha,Kitchen Above Table Chandelier Inovelli,Inovelli,VZM30-SN,Kitchen,,
select.kitchen_ai_theta_recording_mode,Recording mode,select,unifiprotect,Kitchen AI Theta,Ubiquiti,AI Theta,Kitchen,,
select.kitchen_ceiling_inovelli_vzm31_sn_dimming_mode,Dimming mode,select,zha,Kitchen Ceiling Can LED Lights Inovelli,Inovelli,VZM31-SN,Kitchen,,
select.kitchen_ceiling_inovelli_vzm31_sn_increased_non_neutral_output,Increased non-neutral output,select,zha,Kitchen Ceiling Can LED Lights Inovelli,Inovelli,VZM31-SN,Kitchen,,
select.kitchen_ceiling_inovelli_vzm31_sn_led_scaling_mode,LED scaling mode,select,zha,Kitchen Ceiling Can LED Lights Inovelli,Inovelli,VZM31-SN,Kitchen,,
select.kitchen_ceiling_inovelli_vzm31_sn_output_mode,Output mode,select,zha,Kitchen Ceiling Can LED Lights Inovelli,Inovelli,VZM31-SN,Kitchen,,
select.kitchen_ceiling_inovelli_vzm31_sn_start_up_behavior,Start-up behavior,select,zha,Kitchen Ceiling Can LED Lights Inovelli,Inovelli,VZM31-SN,Kitchen,,
select.kitchen_ceiling_inovelli_vzm31_sn_switch_type,Switch type,select,zha,Kitchen Ceiling Can LED Lights Inovelli,Inovelli,VZM31-SN,Kitchen,,
select.kitchen_counter_night_light_start_up_behavior,Start-up behavior,select,zha,Stairwell_Night_Light,Third Reality; Inc,3RSNL02043Z,Stairway Cubby,,
select.kitchen_counter_nightlight_start_up_behavior,Start-up behavior,select,zha,Garage North of East Wall Motion; Light;  Sensor,Third Reality; Inc,3RSNL02043Z,Garage,,
select.kitchen_echo_show_plug_start_up_behavior,Start-up behavior,select,zha,Living_Room_Subwoofer_Plug,Third Reality; Inc,3RSP02028BZ,Living Room,,
select.kitchen_keurig_plug_start_up_behavior,Start-up behavior,select,zha,Kitchen_Keurig_Plug,Third Reality; Inc,3RSP02028BZ,Kitchen,,
select.kitchen_lounge_brava_jet_smart_plug_start_up_behavior,Start-up behavior,select,zha,Kitchen_Lounge_Brava_Jet_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Kitchen Lounge,,
select.kitchen_lounge_east_wall_night_light_start_up_behavior,Start-up behavior,select,zha,Living Room North Wall East Nightlight,Third Reality; Inc,3RSNL02043Z,Living Room,,
select.kitchen_lounge_east_wall_nightlight_start_up_behavior,Start-up behavior,select,zha,Living Room North Wall West Nightlight,Third Reality; Inc,3RSNL02043Z,Living Room,,
select.kitchen_lounge_inovelli_smart_dimmer_dimming_mode,Dimming mode,select,zha,Kitchen Lounge Inovelli Smart Dimmer,Inovelli,VZM31-SN,Kitchen Lounge,,
select.kitchen_lounge_inovelli_smart_dimmer_increased_non_neutral_output,Increased non-neutral output,select,zha,Kitchen Lounge Inovelli Smart Dimmer,Inovelli,VZM31-SN,Kitchen Lounge,,
select.kitchen_lounge_inovelli_smart_dimmer_led_scaling_mode,LED scaling mode,select,zha,Kitchen Lounge Inovelli Smart Dimmer,Inovelli,VZM31-SN,Kitchen Lounge,,
